"","name","id","date","type","year"
"20812","CLAUSE1.—(General speed limit of thirty miles per hour in built-up areas.)","311","28 Jun. 1934","Commons",1934
"20813","NEW CLAUSE.—(Provision for charge for careless driving on hearing of charge for reckless or dangerous driving.)","308","28 Jun. 1934","Commons",1934
"20814","NEW CLAUSE.—(Provision for charge for careless driving on hearing of charge for reckless or dangerous driving.)","1, 2, 3","17 Jul. 1934","Lords",1934
"20815","NEW CLAUSE.—(Provision for charge for careless driving on hearing of charge for reckless or dangerous driving.)","1","24 Jul. 1934","Lords",1934
"20816","NEW CLAUSE.—(Provision for charge for careless driving on hearing of charge for reckless or dangerous driving.)","358","26 Jul. 1934","Commons",1934
"20817","ROAD TRAFFIC BILL","14","4 Jul. 1955","Commons",1955
"20818","ROAD TRAFFIC BILL","14","30 May. 1956","Commons",1956
"20819","New Clause.—(TESTS OF SATISFACTORY CONDITION OF VEHICLES.)","196","30 May. 1956","Commons",1956
"20820","New Clause.—(OBLIGATORY TEST CERTIFICATES.)","197","30 May. 1956","Commons",1956
"20821","New Clause.—(OBLIGATORY TEST CERTIFICATES.)","198","31 May. 1956","Commons",1956
"20822","New Clause.—(OBLIGATORY TEST CERTIFICATES.)","1, 2","2 Jul. 1956","Lords",1956
"20823","New Clause.—(OBLIGATORY TEST CERTIFICATES.)","1","3 Jul. 1956","Lords",1956
"20824","New Clause.—(OBLIGATORY TEST CERTIFICATES.)","1","17 Jul. 1956","Lords",1956
"20825","New Clause.—(OBLIGATORY TEST CERTIFICATES.)","1","30 Jul. 1956","Commons",1956
"20826","New Clause B.—(REGULATION OF CYCLE RACING ON HIGHWAYS.)","275","30 Jul. 1956","Commons",1956
"20827","Road Traffic Bill","1","2 May. 1991","Lords",1991
"20828","Road Traffic Bill","1, 2","10 Jun. 1991","Lords",1991
"20829","Road Traffic Bill","1","13 Jun. 1991","Lords",1991
"20830","Road Traffic Bill","1","24 Jun. 1991","Lords",1991
"20831","Road Traffic Reduction (National Targets) Bill","3","24 Jun. 1998","Lords",1998
"20832","Road Traffic Reduction (United Kingdom Targets) Bill [Money]","195","9 Mar. 1998","Commons",1998
"20833","ROAD TRAFFIC REDUCTION STRATEGY","192","10 May. 2000","Commons",2000
"20834","ROAD TRAFFIC","150","28 Jul. 1960","Commons",1960
"20835","Road Traffic","1","21 Oct. 1981","Commons",1981
"20836","ROAD TRAFFIC","263, 264","8 Jul. 1985","Commons",1985
"20837","Road Transport Bill","113","9 Feb. 2001","Commons",2001
"20838","ROAD TRANSPORT LIGHTING BILL.","1","20 Dec. 1927","Lords",1927
"20839","ROAD USER CHARGING","166","5 May. 1999","Commons",1999
"20840","ROAD VEHICLES (REGISTRATION MARK TRANSFERS)","44","24 Jan. 1977","Commons",1977
"20841","ROAD VEHICLES (STANDING PASSENGERS)","191","3 Jun. 1946","Commons",1946
"20842","ROADS (CONSTRUCTION AND MAINTENANCE).","57","21 Mar. 1923","Commons",1923
"20843","ROADS BILL.","1","21 Dec. 1920","Lords",1920
"20844","Roads","119, 120","18 Mar. 1999","Commons",1999
"20845","ROADS: POLICE MOTOR PATROLS.","1","7 Jun. 1939","Lords",1939
"20846","ROADSIDE PETROL PUMPS.","85","28 May. 1924","Commons",1924
"20847","ROADSIDE PETROL PUMPS.","76","8 Apr. 1925","Commons",1925
"20848","Mr. Robin Walsh","423","24 Jul. 1984","Commons",1984
"20849","ROCHDALE CORPORATION WATER BILL. [H.L.]","1","27 Jun. 1898","Lords",1898
"20850","ROCHESTER CORPORATION BILL (By Order)","1","3 Jul. 1952","Commons",1952
"20851","Clause 117.—(HAIRDRESSERS AND BARBERS.)","190","3 Jul. 1952","Commons",1952
"20852","ROLE OF SECRETARY OF STATE FOR SCOTLAND","3","28 Jul. 1998","Lords",1998
"20853","ROLE OF THE COURTS","230","13 Jun. 1990","Commons",1990
"20854","ROLLS-ROYCE (LAUNCHING AID)","33","23 Nov. 1970","Commons",1970
"20855","ROLLS-ROYCE LIMITED","125","8 Feb. 1971","Commons",1971
"20856","Rolls-Royce","148","28 Apr. 1987","Commons",1987
"20857","ROMAN CATHOLIC DISABILITIES REMOVAL, ETC., BILL.","103, 104, 105","14 May. 1909","Commons",1909
"20858","ROMAN CATHOLIC DISABILITIES.","412","24 Nov. 1908","Commons",1908
"20859","ROMAN CATHOLIC MARRIAGES.","1","4 Aug. 1836","Lords",1836
"20860","ROMAN CATHOLIC RELIEF BILL.","1","3 Dec. 1926","Commons",1926
"20861","CLAUSE 3.—(Short Title.)","526","3 Dec. 1926","Commons",1926
"20862","ROMAN CATHOLIC UNIVERSITY (IRELAND).","78","23 Mar. 1900","Commons",1900
"20863","ROMAN CATHOLIC UNIVERSITY FOR IRELAND.","134, 135","22 Apr. 1901","Commons",1901
"20864","ROTHERHAM EXTENSION BILL. [H.L.]","1","10 Mar. 1932","Lords",1932
"20865","ROVAL PARKS AND PLEASURE GARDENS.","28","2 Mar. 1920","Commons",1920
"20866","Rover Group","344","8 Jun. 1988","Commons",1988
"20867","Rowntree plc","343","8 Jun. 1988","Commons",1988
"20868","ROYAL ACADEMY OF ARTS (SALE OF WORKS OF ART)","136","28 Mar. 1962","Commons",1962
"20869","ROYAL AIR FORCE","245","24 Jun. 1975","Commons",1975
"20870","ROYAL ARSENAL, WOOLWICH (MINIMUM WAGE).","197","5 Aug. 1912","Commons",1912
"20871","ROYAL ASSENT","222","16 May. 1969","Commons",1969
"20872","ROYAL ASSENT","84","6 Nov. 1997","Commons",1997
"20873","ROYAL BANK OF SCOTLAND OFFICERS' WIDOWS' FUND ORDER CONFIRMATION BILL","1","23 Jun. 1949","Lords",1949
"20874","ROYAL COMMISSION ON HISTORICAL MONUMENTS (ENGLAND)","144","5 May. 1983","Commons",1983
"20875","ROYAL COMMISSIONS, ETC.","53, 54","1 Mar. 1926","Commons",1926
"20876","ROYAL COMMISSIONS, ETC.","44","23 Feb. 1939","Commons",1939
"20877","ROYAL DECLARATION BILL [H.L.]","1","25 Jun. 1903","Lords",1903
"20878","ROYAL DOCKYARDS (DISMISSALS).","55","26 Jan. 1937","Commons",1937
"20879","ROYAL IRISH CONSTABULARY PENSIONS, ETC.","169","24 Feb. 1931","Commons",1931
"20880","ROYAL IRISH CONSTABULARY.","11","20 Feb. 1922","Commons",1922
"20881","ROYAL NAVY","281","9 Jul. 1975","Commons",1975
"20882","ROYAL NIGER COMPANY BILL.","1, 2, 3","26 Jul. 1899","Commons",1899
"20883","ROYAL NIGER COMPANY BILL.","1","27 Jul. 1899","Commons",1899
"20884","ROYAL NIGER COMPANY [CONSOLIDATED FUND].","211, 212, 213","3 Jul. 1899","Commons",1899
"20885","REPEALS","221, 222","22 May. 1985","Commons",1985
"20886","ROYAL PALACES.","78","9 Feb. 1937","Commons",1937
"20887","ROYAL PARKS (SPEED LIMIT)","140","18 Jul. 1960","Commons",1960
"20888","ROYAL PARKS AND PLEASURE GARDENS.","1, 2","18 Apr. 1898","Commons",1898
"20889","ROYAL PARKS AND PLEASURE GARDENS.","114","13 Jun. 1913","Commons",1913
"20890","ROYAL PARKS AND PLEASURE GARDENS.","91","11 Apr. 1922","Commons",1922
"20891","ROYAL PARKS AND PLEASURE GARDENS.","173, 174","24 Feb. 1930","Commons",1930
"20892","ROYAL SCOTTISH FUSILIERS (ALEX. MORRISON).","63","4 Mar. 1926","Commons",1926
"20893","Royal Shakespeare Company","86","20 Feb. 1990","Commons",1990
"20894","ROYAL TITLES ACT PROCLAMATION—VOTE OF CENSURE.","1","11 May. 1876","Commons",1876
"20895","ROYAL TITLES BILL [Lords].","458","12 Aug. 1901","Commons",1901
"20896","ROYAL TITLES BILL [Lords].","475","14 Aug. 1901","Commons",1901
"20897","ROYAL TITLES BILL","112","3 Mar. 1953","Commons",1953
"20898","ROYAL TITLES BILL","113","3 Mar. 1953","Commons",1953
"20899","Royal Ulster Constabulary (Stalker-Sampson Investigations)","151","25 Jan. 1988","Commons",1988
"20900","RUBBER EXPORT RESTRICTION SCHEME.","91","26 Apr. 1928","Commons",1928
"20901","RUBBER INDUSTRY BILL.","63","30 Mar. 1928","Commons",1928
"20902","Rugby Union","162","1 Jul. 1996","Commons",1996
"20903","RULES AND ORDERS","446","26 Jul. 1984","Commons",1984
"20904","RULES OF COURT","205, 206","19 May. 2003","Commons",2003
"20905","RULES OF DEBATE—DIVISIONS-SUSPENSION OF MEMBERS.","1","3 Feb. 1881","Commons",1881
"20906","RULES OF TRADE UNIONS AND EMPLOYERS' ASSOCIATIONS","72","10 Jul. 1974","Commons",1974
"20907","RULES OF TRADE UNIONS AND EMPLOYERS' ASSOCIATIONS","104","30 Jul. 1974","Commons",1974
"20908","RULES.","454","12 Dec. 1912","Commons",1912
"20909","RULING BY MR. SPEAKER (DISSENT)","56","16 Feb. 1961","Commons",1961
"20910","Rural Areas (Government Policy)","56","29 Jan. 1986","Commons",1986
"20911","Rural Areas","352","29 Jul. 1998","Commons",1998
"20912","RURAL BUS SERVICES","20","27 Nov. 1969","Commons",1969
"20913","Rural Communities and Transport","1","26 Jun. 2001","Commons",2001
"20914","Rural Communities in Wales","225","4 Jun. 1985","Commons",1985
"20915","RURAL COTTAGES BILL.","25","4 Apr. 1913","Commons",1913
"20916","Rural Economy","322, 323","16 Oct. 2002","Commons",2002
"20917","RURAL HOUSING.","70","4 Apr. 1928","Commons",1928
"20918","RURAL HOUSING","113, 114","25 Mar. 1947","Commons",1947
"20919","Rural Life","82, 83","4 Nov. 1997","Commons",1997
"20920","RURAL TRANSPORT IMPROVEMENT BILL","78","9 Dec. 1955","Commons",1955
"20921","RURAL WALES","13","8 Dec. 1953","Commons",1953
"20922","RURAL WATER SUPPLIES BILL.","121","22 Feb. 1934","Commons",1934
"20923","RURAL WATER SUPPLIES","164","1 Jun. 1949","Commons",1949
"20924","RUSSIAN GOODS (IMPORT PROHIBITION) BILL.","121","5 Apr. 1933","Commons",1933
"20925","RUSSIAN GOODS (IMPORT PROHIBITION) BILL.","121","6 Apr. 1933","Commons",1933
"20926","CLAUSE 1.—(Power to prohibit the importation of Russian goods.)","123, 124, 125","6 Apr. 1933","Commons",1933
"20927","CLAUSE 4.—(Short title, commencement and interpretation.)","126, 127","6 Apr. 1933","Commons",1933
"20928","RUSSO-BRITISH RELATIONS.","152, 153, 154, 155","26 May. 1927","Commons",1927
"20929","SAAR VALLEY AND RUHR DISTRICT.","145","10 May. 1923","Commons",1923
"20930","SABBATH OBSERVANCE BILL.","1","15 May. 1834","Lords",1834
"20931","SAFEGUARDING OF INDUSTRIES (AMENDMENT).","93","1 May. 1928","Commons",1928
"20932","SAFEGUARDING OF INDUSTRIES (CUSTOMS DUTIES) BILL.","475","9 Dec. 1925","Commons",1925
"20933","SAFEGUARDING OF INDUSTRIES (CUSTOMS DUTIES) BILL.","478, 479, 480, 481, 482, 483, 484, 485, 486","14 Dec. 1925","Commons",1925
"20934","SAFEGUARDING OF INDUSTRIES (CUSTOMS DUTIES) BILL.","499","16 Dec. 1925","Commons",1925
"20935","SAFEGUARDING OF INDUSTRIES (CUSTOMS DUTIES) BILL.","1","17 Dec. 1925","Lords",1925
"20936","SAFEGUARDING OF INDUSTRIES ACT (AMENDMENT).","13","4 Mar. 1924","Commons",1924
"20937","SAFEGUARDING OF INDUSTRIES ACT, 1921 (REPEAL) (No. 2).","3","14 Feb. 1922","Commons",1922
"20938","SAFEGUARDING OF INDUSTRIES ACT, 1921.","263, 264, 265, 266, 267, 268, 269","31 Jul. 1922","Commons",1922
"20939","SAFEGUARDING OF INDUSTRIES ACT, 1921.","21","6 Dec. 1922","Commons",1922
"20940","SAFEGUARDING OF INDUSTRIES ACT.","1","16 May. 1922","Lords",1922
"20941","SAFEGUARDING OF INDUSTRIES ACT.","12","4 Dec. 1922","Commons",1922
"20942","SAFEGUARDING OF INDUSTRIES BILL.","150, 151","7 Jun. 1921","Commons",1921
"20943","SAFEGUARDING OF INDUSTRIES BILL.","150, 151","30 Jun. 1921","Commons",1921
"20944","CLAUSE 2.—(Power of Board of Trade to apply Part II to certain goods.)","211","30 Jun. 1921","Commons",1921
"20945","CLAUSE 3.—(Charge of Customs duties on goods to which Part II applies.)","212, 213, 214, 215, 216, 217","30 Jun. 1921","Commons",1921
"20946","CLAUSE 4.—(Remission and repayment of duty in certain cases.)","218","30 Jun. 1921","Commons",1921
"20947","CLAUSE 4.—(Remission and repayment of duty in certain cases.)","1","16 Aug. 1921","Lords",1921
"20948","SAFEGUARDING OF INDUSTRIES.","128, 129, 130, 131, 132, 133, 134, 135, 136","31 May. 1921","Commons",1921
"20949","SAFEGUARDING OF INDUSTRIES.","417","26 Nov. 1925","Commons",1925
"20950","SAFEGUARDING OF INDUSTRIES.","4","14 Nov. 1928","Commons",1928
"20951","SAFEGUARDING OF INDUSTRY.","54","21 Mar. 1928","Commons",1928
"20952","SAFEGUARDING OF INFORMATION","113","22 Feb. 1989","Commons",1989
"20953","SAFEGUARDING POLICY AND EMPIRE MARKETS.","435","16 Jul. 1930","Commons",1930
"20954","SAFEGUARDING.","1","21 Mar. 1929","Lords",1929
"20955","SAFETY AT SEA","246","30 Mar. 1988","Commons",1988
"20956","SAFETY IN EMPLOYMENT (INSPECTION AND SAFETY ORGANISATION) BILL","43","26 Feb. 1954","Commons",1954
"20957","SAFETY IN MINES.","22, 23","14 Dec. 1938","Commons",1938
"20958","Safety Lamps.","22, 23","23 Nov. 1911","Commons",1911
"20959","CLAUSE 32.—(Use of Safety Lamps in Certain Places.)","404","23 Nov. 1911","Commons",1911
"20960","SAFETY MEN.","444, 445, 446","26 Oct. 1926","Commons",1926
"20961","SAFETY OF SPORTS GROUNDS BILL [H.L.]","1","4 Dec. 1973","Lords",1973
"20962","SAFETY OF SPORTS GROUNDS BILL [H.L.]","1","3 Dec. 1974","Lords",1974
"20963","SAFETY RECORD (TRANSFEREES)","43","29 Jun. 1992","Commons",1992
"20964","SAINT MARYLEBONE CHURCHES BILL. [H.L.]","234","21 Jul. 1898","Commons",1898
"20965","SAINT MARYLEBONE CHURCHES BILL. [H.L.]","264, 265","28 Jul. 1898","Commons",1898
"20966","SALARIES AND ALLOWANCES OF CIRCUIT JUDGES","340","7 Apr. 1971","Commons",1971
"20967","SALARIES OF REPRESENTATIVES","59","16 Jul. 1979","Commons",1979
"20968","SALARIES","50","25 Jan. 2000","Commons",2000
"20969","SALE OF COUNCIL HOUSES IN RURAL AREAS","136","4 May. 1982","Commons",1982
"20970","SALE OF COUNCIL HOUSES","205","30 Jun. 1976","Commons",1976
"20971","SALE OF COUNCIL HOUSES","100","7 Feb. 1978","Commons",1978
"20972","SALE OF ENEMY PROPERTY.","63","8 Nov. 1916","Commons",1916
"20973","SALE OF FOOD (WEIGHTS AND MEASURES) BILL [Lords].","63","13 Dec. 1926","Commons",1926
"20974","CLAUSE 13.—(Safeguards to traders.)","558, 559, 560","13 Dec. 1926","Commons",1926
"20975","SALE OF FOOD AND DRUGS BILL.","36, 37","9 Mar. 1899","Commons",1899
"20976","SALE OF FOOD AND DRUGS BILL.","1, 2, 3","17 Jul. 1899","Commons",1899
"20977","SALE OF FOOD AND DRUGS BILL.","1, 2, 3, 4, 5, 6, 7","18 Jul. 1899","Commons",1899
"20978","SALE OF FOOD AND DRUGS BILL.","1, 2","19 Jul. 1899","Commons",1899
"20979","SALE OF FOOD AND DRUGS BILL.","1, 2, 3, 5, 289","20 Jul. 1899","Commons",1899
"20980","SALE OF HOUSES (RURAL AREAS)","127","18 Jan. 1984","Commons",1984
"20981","SALE OF INTOXICATING LIQUOR ON LICENSED PREMISES TO PERSONS UNDER EIGHTEEN","164, 165","3 Feb. 1988","Commons",1988
"20982","SALE OF INTOXICATING LIQUOR ON SUNDAY BILL.","1","10 Feb. 1897","Commons",1897
"20983","SALE OF INTOXICATING LIQUORS (IRELAND) BILL.","1","12 May. 1897","Commons",1897
"20984","SALE OF INTOXICATING LIQUORS (IRELAND) BILL.","92, 93, 94, 95, 96","25 May. 1906","Commons",1906
"20985","SALE OF INTOXICATING LIQUORS (SUNDAY) BILL.","182","26 May. 1905","Commons",1905
"20986","SALE OF INTOXICATING LIQUORS ON SATURDAYS (IRELAND) BILL.","19, 20, 21","6 Mar. 1903","Commons",1903
"20987","SALE OF INTOXICATING LIQUORS ON SUNDAY BILL.","93","8 May. 1914","Commons",1914
"20988","SALE OF INTOXICATING LIQUORS TO CHILDREN BILL.","80, 81","20 Mar. 1901","Commons",1901
"20989","SALE OF KNIVES TO JUVENILES","367","20 Jun. 1988","Commons",1988
"20990","SALE OF MILK BILL","162","20 Jun. 1958","Commons",1958
"20991","SALE OF NEW TOWN HOUSES","185","16 Jun. 1976","Commons",1976
"20992","SALE OF PUBLIC-SECTOR HOUSES FOR THE ELDERLY","114","23 Mar. 1981","Commons",1981
"20993","SALE OF SHARES OR OTHER SECURITIES","244","14 Jul. 1999","Commons",1999
"20994","SALE OF SMALLHOLDINGS (MINISTER'S POWER OF VETO)","348","6 Jun. 1984","Commons",1984
"20995","Sale of Teesside International Airport &c.","300","20 Jul. 1994","Commons",1994
"20996","SALE OF TICKETS FOR DESIGNATED FOOTBALL MATCHES BY UNAUTHORISED PERSONS","208","13 Apr. 1994","Commons",1994
"20997","SALMON AND FRESHWATER FISHERIES (PROTECTION) (SCOTLAND) BILL","208","13 Feb. 1951","Commons",1951
"20998","Clause 22.—(INTERPRETATION.)","33","13 Feb. 1951","Commons",1951
"20999","New Clause.—(LICENCES TO DEAL IN SALMON AND TROUT.)","34","13 Feb. 1951","Commons",1951
"21000","New Clause.—(REGISTER OF PERSONS HAVING LEGAL RIGHTS TO FISH OR TAKE SALMON.)","35, 36","13 Feb. 1951","Commons",1951
"21001","SALMON AND FRESHWATER FISHERIES BILL.","35, 36","7 May. 1923","Commons",1923
"21002","CLAUSE 8.—(Protection of waters containing fish from poisonous matter and trade effluents.)","140, 141","7 May. 1923","Commons",1923
"21003","Salmon Bill [Lords]","92","4 Mar. 1986","Commons",1986
"21004","SALVATION ARMY BILL (By Order).","92","18 May. 1931","Commons",1931
"21005","CLAUSE 3.—(Election of General of the Salvation Army.)","248","18 May. 1931","Commons",1931
"21006","MR. H. SAMUELS' RESOLUTION.","85","23 Oct. 1918","Commons",1918
"21007","SAVING FOR THINGS DONE UNDER A LICENCE","137, 138","1 Apr. 1981","Commons",1981
"21008","SAVING FOR THINGS DONE UNDER LICENCE","343","22 Jul. 1969","Commons",1969
"21009","SAVING FOR TOWN AND COUNTRY PLANNING","113, 114","16 Apr. 1991","Commons",1991
"21010","SAVINGS AND TRANSITIONAL PROVISIONS","264","16 Jun. 1994","Commons",1994
"21011","SAVINGS BANKS BILL.","264","26 Mar. 1929","Commons",1929
"21012","NEW CLAUSE.—(Provisions as to interest.)","278","26 Mar. 1929","Commons",1929
"21013","CLAUSE 10.—(Amendment as to restriction on number of accounts and double deposits.)","279","26 Mar. 1929","Commons",1929
"21014","SAVINGS BANKS' MILLIONS.","282","22 Jul. 1927","Commons",1927
"21015","SAVINGS: OWN AS YOU EARN","128","13 May. 1970","Commons",1970
"21016","SCALE 3.—MINIMUM DUTY PAYABLE FOR PUBLICAN'S AND BEERHOUSE LICENCES.","774, 775, 776, 777","6 Oct. 1909","Commons",1909
"21017","SCALE 7.—WINE RETAILER'S OFF-LICENCES.","866, 867, 868, 869, 870, 871, 872","29 Oct. 1909","Commons",1909
"21018","Scale 7.","778, 779, 780, 781","6 Oct. 1909","Commons",1909
"21019","Scale of personal community charge payments","262","18 Apr. 1988","Commons",1988
"21020","SCALE OF RATES OF ESTATE DUTY.","782","6 Oct. 1909","Commons",1909
"21021","SCARISTAVEG FARM (PROSECUTIONS).","83","11 Apr. 1927","Commons",1927
"21022","Scarman Report","23","10 Dec. 1981","Commons",1981
"21023","SCHEDULE 1—THE COMMISSION","239","27 Jun. 1978","Commons",1978
"21024","Schedule 1.—(PAYMENTS TO PUBLIC BODIES.)","160","4 Aug. 1966","Commons",1966
"21025","Schedule 1.—(REGIONAL WATER BOARDS AND THEIR REGIONS, AND THE AREA OF THE CENTRAL SCOTLAND WATER DEVELOPMENT BOARD.)","318","25 Apr. 1967","Commons",1967
"21026","Schedule 1.—(REGIONAL WATER BOARDS AND THEIR REGIONS, AND THE AREA OF THE CENTRAL SCOTLAND WATER DEVELOPMENT BOARD.)","485, 486","24 Jul. 1967","Commons",1967
"21027","Schedule 1.—(SPIRITS (RATES OF CUSTOMS AND EXCISE DUTIES.))","340","1 Jun. 1967","Commons",1967
"21028","Schedule 1.—(SUBSTANTIVE CHANGES IN PURCHASE TAX RATES, ETC.)","131, 132, 133, 134, 135","20 May. 1958","Commons",1958
"21029","Schedule 1.—(SUBSTANTIVE CHANGES IN PURCHASE TAX RATES, ETC.)","0, 136, 137, 138, 139, 141, 142","21 May. 1958","Commons",1958
"21030","Schedule 1.—(THE LONDON BOROUGHS.)","50, 51, 52, 53, 54","13 Feb. 1963","Commons",1963
"21031","Schedule 1.—(THE LONDON BOROUGHS.)","57, 58, 59, 60, 61, 62, 63","20 Feb. 1963","Commons",1963
"21032","Schedule 10.—(SUPPLEMENTARY PROVISION IS TO SELECTIVE EMPLOYMENT TAX.)","83","29 Jun. 1966","Commons",1966
"21033","Schedule 11.—(AMENDMENT OF CORPORATION TAX ACTS.)","399","28 Jun. 1967","Commons",1967
"21034","Schedule 11.—(AMENDMENTS OF CORPORATION TAX ACTS.)","353","7 Jun. 1967","Commons",1967
"21035","Schedule 12.—(SUPPLEMENTARY AND ADDITIONAL PROVISIONS WITH RESPECT TO SELECTIVE EMPLOYMENT TAX.)","400","28 Jun. 1967","Commons",1967
"21036","Schedule 1","367","30 Nov. 2000","Commons",2000
"21037","Schedule 13.—(CAPITAL GAINS.)","360, 361","12 Jun. 1967","Commons",1967
"21038","Schedule 14","303","19 Jul. 1972","Commons",1972
"21039","Schedule 15.—(DOUBLE TAXATION RELIEF, AND OVERSEAS TRADE CORPORATIONS.)","199","22 Jun. 1965","Commons",1965
"21040","Schedule 17.—(REPEALS.)","92","2 Apr. 1963","Commons",1963
"21041","Schedule 18","204","29 May. 1968","Commons",1968
"21042","SCHEDULE 1:—","225, 226, 227","16 Jun. 1902","Commons",1902
"21043","Schedule 2.—(CONSTITUTION AND GENERAL FUNCTIONS OF GREATER LONDON COUNCIL.)","91","2 Apr. 1963","Commons",1963
"21044","Schedule 2.—(NEW RATES OF VEHICLES EXCISE DUTY.)","182, 183, 184, 185","1 Jun. 1961","Commons",1961
"21045","Schedule 2.—(PROVISIONS FOR DETERMINING RIGHT TO AND AMOUNT OF BENEFIT.)","26, 27","17 Jun. 1966","Commons",1966
"21046","SCHEDULE 2.","122","24 May. 1898","Commons",1898
"21047","Schedule 20","268","4 Jul. 1968","Commons",1968
"21048","Schedule 2","253, 254, 255","27 Jun. 1968","Commons",1968
"21049","Schedule 2","120","12 Apr. 1972","Commons",1972
"21050","Schedule 2","170","11 Feb. 1980","Commons",1980
"21051","Schedule 4.—(AMENDMENT OF LEGAL AID (SCOTLAND) ACT 1949.)","170, 171","23 Jul. 1963","Commons",1963
"21052","Schedule 4.—(AMENDMENTS OF CORPORATION TAX ACTS.)","37, 38, 39, 40","21 Jun. 1966","Commons",1966
"21053","Schedule 4.—(BRITISH WINE (RATES OF EXCISE DUTIES).)","341","1 Jun. 1967","Commons",1967
"21054","Schedule 4.—(SPECIAL COVENANTS WITH LOCAL AUTHORITIES ETC. ON ENFRANCHISEMENT OR EXTENSION.)","377","20 Jun. 1967","Commons",1967
"21055","Schedule 4","237","24 Jun. 1968","Commons",1968
"21056","[SCHEDULE 4A TO THE COMPANIES ACT 1985] FORM AND CONTENT OF GROUP ACCOUNTS","348, 349, 350, 351, 352","25 Oct. 1989","Commons",1989
"21057","Schedule 5.—(VEHICLE EXCISE DUTY.)","121","20 May. 1965","Commons",1965
"21058","Schedule 5.","163","22 May. 1968","Commons",1968
"21059","Schedule 6.—(AMENDMENTS OF POLICE (SCOTLAND) ACT 1956.)","56, 57","7 Apr. 1964","Commons",1964
"21060","Schedule 6.—(CAPITAL GAINS: COMPUTATION.)","155","31 May. 1965","Commons",1965
"21061","Schedule 6.—(CAPITAL GAINS: COMPUTATION.)","245","8 Jul. 1965","Commons",1965
"21062","Schedule 7.—(CAPITAL GAINS: MISCELLANEOUS RULES.)","156, 157, 158","31 May. 1965","Commons",1965
